Name,Movie,Year,Cause of Death
Rebecca Ferguson,Mission: Impossible - Dead Reckoning Part 1,2023,Knives or Cutting Instruments
Omid Djalili,The Mummy,1999,Other
Omid Djalili,Pirates of the Caribbean: At Worlds End,2007,Firearms
Carl Chase,Alien 3,1992,Other
Carl Chase,The Mummy,1999,Firearms
Alan Sues,Oh Heavenly Dog!,1980,Car
Anthony Mannino,Good Guys Wear Black,1978,Firearms
Anthony Mannino,The Hunter,1980,Firearms
Anthony Mannino,She’s Back,1989,Other
Kinky Friedman,The Being,1983,Other
Drew Snyder,Night School,1981,Other
Drew Snyder,Firestarter,1984,Fire
Drew Snyder,Commando,1985,Firearms
Drew Snyder,Dance with Death,1991,Firearms
Drew Snyder,Separate Lives,1995,Impact
Jay Costelo,Halloween Night,2006,Knives or Cutting Instruments
Anthony Crivello,Shakedown,1988,Impact
Anthony Crivello,Mafia!,1998,Firearms
Anthony Crivello,Texas Rangers,2001,Firearms
Anthony Crivello,Alien Hunter,2003,Firearms
Eddie Baroo,Ghost Rider,2007,Other
Brooke Bushman,Drop Dead Gorgeous,1999,Explosives
Jack Standing,Hells Hinges,1916,Firearms
Will Bledsoe,Hot Child in the City,1987,Knives or Cutting Instruments
Ben Dubash,Cyrus: Mind of a Serial Killer,2010,Car
Scott Lowell,Trapped Ashes,2006,Strangulation
Laetitia Casta,Love Street,2002,Firearms
Laetitia Casta,Luisa Sanfelice,2004,Other
Laetitia Casta,Arbitrage,2012,Car
Carolyn Cortez,Edge of Sanity,1989,Knives or Cutting Instruments
Teresa Gimpera,Macabre,1969,Strangulation
Teresa Gimpera,Naked Girl Killed in Park,1972,Other
Teresa Gimpera,The Night of the Devils,1972,Impact
Maxie J. Santillan Jr.,Nude Nuns with Big Guns,2010,Firearms
Bonita Granville,Hitlers Children,1943,Fire
Bonita Granville,Youth Runs Wild,1944,Other
Bonita Granville,The Guilty,1947,Personal Weapons
Bonita Granville,Guilty of Treason,1950,Other
Anna Lee,Jack the Giant Killer,1962,Other
Ken Hutchison,Straw Dogs,1971,Firearms
Ken Hutchison,Sweeney 2,1978,Firearms
Ken Hutchison,Wuthering Heights,1978,Ailment
Ken Hutchison,Ladyhawke,1985,Knives or Cutting Instruments
Amber Midthunder,The Marksman,2021,Firearms
Eliana Miglio,Demons,1985,Knives or Cutting Instruments
Eliana Miglio,Demons 2,1986,Other
Eliana Miglio,Youll Die at Midnight,1986,Knives or Cutting Instruments
Adriana Dominguez,The Bridge of San Luis Rey,2004,Impact
King Ho-Chang,Piccadilly,1929,Knives or Cutting Instruments
Linda Messerklinger,Giallo,2009,Other
Kali Hansa,Countess Perverse,1974,Firearms
Arch Hall Jr.,The Sadist,1963,Impact
Arch Hall Jr.,Deadwood 76,1965,Strangulation
Daisy Head,Underworld: Blood Wars,2016,Knives or Cutting Instruments
Daisy Head,Wrong Turn,2021,Firearms
Daisy Head,Dungeons & Dragons: Honour Among Thieves,2023,Blunt Objects
Toshio Shiba,Godzilla vs. Hedorah,1971,Other
Zhou Sun,The Myth,2005,Impact
Fengyi Zhang,The Emperor and the Assassin,2006,Knives or Cutting Instruments
Leslie Cheung,Little Maiden Dragon,1983,Personal Weapons
Leslie Cheung,A Better Tomorrow II,1987,Firearms
Leslie Cheung,Farewell My Concubine,1993,Knives or Cutting Instruments
Ryûtarô Ôtomo,The Revolutionary,1962,Fire
Ryûtarô Ôtomo,The Magic Serpent,1966,Knives or Cutting Instruments
Ryûtarô Ôtomo,Eleven Samurai,1967,Knives or Cutting Instruments
Man-Tat Ng,A Better Tomorrow II,1987,Firearms
Man-Tat Ng,A Moment of Romance,1990,Knives or Cutting Instruments
Ming Yan Lung,A Better Tomorrow II,1987,Firearms
Regina Kent,A Better Tomorrow II,1987,Firearms
Shan Kwan,A Better Tomorrow II,1987,Firearms
Zach Roerig,Rings,2017,Other
Joshua Funk,Kong: Skull Island,2017,Knives or Cutting Instruments
Maria Alves,Black Demons,1991,Knives or Cutting Instruments
Jodie Tate,Death by Engagement,2005,Blunt Objects
Nicole Tubiola,Sabretooth,2002,Other
Ali Thomas,Night Owl,1993,Other
Antonio de la Torre,Volver,2006,Knives or Cutting Instruments
James Dunn,A Tree Grows in Brooklyn,1945,Other
Alexia Osborne,The Woman in Black,2012,Poison
Gladell Adelman,Ed Gein,2000,Other
Susanna Cappellaro,Waiting for a Stranger,2011,Firearms
Susanna Cappellaro,Dark Shadows,2012,Impact
Suzan Crowley,P.D. James’ Devices and Desires,1991,Strangulation
Peter Martell,Man From Nowhere,1966,Firearms
Peter Martell,The Unholy Four,1970,Firearms
Peter Martell,The Bloody Judge,1970,Strangulation
Peter Martell,Death Walks at Midnight,1972,Firearms
Peter Martell,The French Sex Murders,1972,Knives or Cutting Instruments
Peter Martell,Street People,1976,Other
Peter Martell,Killer Barbys vs. Dracula,2002,Other
Brad Martin,Alien: Resurrection,1997,Firearms
Brad Martin,Out of Sight,1998,Knives or Cutting Instruments
Brad Martin,The Matrix Reloaded,2003,Knives or Cutting Instruments
Kirina Mano,8 1/2 Women,1999,Drowning
Carol Mansell,Ed Gein,2000,Firearms
Simone Huber,The Beach,2000,Firearms
Lisa London,The Naked Cage,1986,Strangulation
Lisa London,Guns,1990,Firearms
Lisa London,Murderbot,2023,Other
Roxanna Michaels,The Newlydeads,1987,Knives or Cutting Instruments
Hardee T. Lineham,Survival of the Dead,2009,Firearms
Alan Van Sprang,Narc,2002,Firearms
Alan Van Sprang,Land of the Dead,2005,Firearms
Alan Van Sprang,Immortals,2011,Knives or Cutting Instruments
Jeremie Renier,Atonement,2007,Other
Harry Riebauer,The College Girl Murders,1967,Personal Weapons
Julienne Davis,Eyes Wide Shut,1999,Narcotics
Julienne Davis,House of 9,2004,Impact
Donna Davis,The Prowler,1981,Knives or Cutting Instruments
Karen Moore,The Bare Hunt or My Gun is Jammed,1963,Firearms
Malana Lea,Olympus Has Fallen,2013,Explosives
Andrew Semple,Death Ship,1980,Strangulation
Dan Shackleford,Getting Even,1986,Impact
Rachel Hunter,Final Move,2006,Firearms
Rachel Hunter,Piranhaconda,2011,Other
Ellen Ten Damme,Tatort: Filmriss,2002,Strangulation
Casper Roos,Deadtime Stories,1986,Blunt Objects
Valeria D'Obici,Killer Cop,1974,Explosives
Valeria D'Obici,Escape from the Bronx,1983,Firearms
Valeria D'Obici,Youll Die at Midnight,1986,Firearms
Sunshine Parker,Cannery Row,1982,Drowning
Sunshine Parker,Sundown: The Vampire in Retreat,1989,Firearms
Sunshine Parker,Tremors,1990,Other
Kurt Raab,Why Does Herr R. Run Amok?,1970,Strangulation
Kurt Raab,Fear of Fear,1975,Strangulation
Kurt Raab,Escape from Blood Plantation,1983,Drowning
Branko Djuric,Time of the Gypsies,1988,Strangulation
Branko Djuric,Cat Run,2011,Firearms
Branko Djuric,In the Land of Blood and Honey,2011,Firearms
Marjorie Main,Dark Command,1940,Firearms
Marjorie Main,Heaven Can Wait,1943,Ailment
Marjorie Main,Gentle Annie,1944,Firearms
Vince Ware,Night of the Living Bread,1990,Impact
Glory Annen,Alien Prey,1977,Other
Glory Annen,Spaced Out,1979,Explosives
David Spade,Warning Shot,2018,Firearms
Junkichi Orimoto,Three Outlaw Samurai,1964,Fire
Junkichi Orimoto,Okinawa Yakuza War,1976,Firearms
Junkichi Orimoto,Hokuriku Proxy War,1977,Firearms
Junkichi Orimoto,Message From Space,1978,Explosives
Lyndon Davies,Sharpes Battle,1995,Other
Douglas Roberts,Patch Adams,1998,Other
Shôichi Hirose,Godzilla Raids Again,1955,Explosives
Shôichi Hirose,Rodan,1956,Explosives
Shôichi Hirose,Varan the Unbelievable,1958,Other
Shôichi Hirose,The Secret of the Telegian,1960,Firearms
Shôichi Hirose,The Human Vapor,1960,Strangulation
Shôichi Hirose,Atragon,1963,Firearms
Shôichi Hirose,Dogora,1964,Impact
Shôichi Hirose,The War of the Gargantuas,1966,Impact
Shôichi Hirose,"Ebirah, Horror of the Deep",1966,Other
Shôichi Hirose,King Kong Escapes,1967,Impact
Shôichi Hirose,House,1977,Other
Ramon Rodriguez,Pride and Glory,2008,Firearms
Ramon Rodriguez,Battle: Los Angeles,2011,Explosives
Liam Carney,Sharpes Battle,1995,Knives or Cutting Instruments
Patrick Fierry,LAlpagueur,1976,Firearms
Merie Earle,Crazy Mama,1975,Firearms
Christopher Michael Holley,Smokin Aces,2006,Firearms
Christopher Michael Holley,Copshop,2021,Firearms
Maury Sterling,Smokin Aces,2006,Firearms
Robert Hardy,Demons of the Mind,1972,Knives or Cutting Instruments
Robert Hardy,Psychomania,1973,Other
Colby Lemmo,Army of the Dead,2021,Knives or Cutting Instruments
Robert Hogan,The Lady in Red,1979,Firearms
Jeff McGrail,Shelter,1998,Impact
Greg Allan Martin,Shelter,1998,Knives or Cutting Instruments
Callie Hernandez,Blair Witch,2016,Other
Callie Hernandez,Alien: Covenant,2017,Other
Callie Hernandez,Under the Silver Lake,2018,Firearms
Callie Hernandez,Too Old to Die Young,2019,Firearms
Uli Latukefu,Alien: Covenant,2017,Other
Uli Latukefu,Black Site,2022,Knives or Cutting Instruments
Rachelle Lefevre,Deception,2004,Knives or Cutting Instruments
Rachelle Lefevre,Barneys Version,2010,Narcotics
Kevin Connolly,The Notebook,2004,Other
Barry Keoghan,71,2014,Firearms
Barry Keoghan,Dunkirk,2017,Impact
Barry Keoghan,The Banshees of Inisherin,2022,Drowning
Junko Miyazono,Eleven Samurai,1967,Knives or Cutting Instruments
Lindsay Lohan,I Know Who Killed Me,2007,Other
Kantarô Suga,13 Assassins,1963,Knives or Cutting Instruments
Kantarô Suga,Eleven Samurai,1967,Knives or Cutting Instruments
Kantarô Suga,Bohachi Bushido: The Villain,1974,Knives or Cutting Instruments
Hiroshi Miyauchi,Girl Boss: Revenge Sukeban,1973,Firearms
Hiroshi Miyauchi,Sister Street Fighter,1974,Firearms
Sofie Gråbøl,The House That Jack Built,2018,Firearms
Hiromi Sairaiji,Girl Boss: Revenge Sukeban,1973,Firearms
Hee-soon Park,The Age of Shadows,2016,Firearms
Hee-soon Park,The Witch Part 1: Subversion,2018,Personal Weapons
Kang Hye-jeong,Three Exremes,2004,Strangulation
Han Ji-min,The Age of Shadows,2016,Other
Heo Sung-Tae,The Age of Shadows,2016,Firearms
Heo Sung-Tae,Hunt,2022,Firearms
Sang-hun Park,The Age of Shadows,2016,Firearms
Sang-hun Park,Night in Paradise,2020,Firearms
Tae-goo Eom,The Age of Shadows,2016,Firearms
Tae-goo Eom,Night in Paradise,2020,Blunt Objects
Seong-rok Sin,The Age of Shadows,2016,Firearms
Seong-rok Sin,The Prison,2017,Other
Steve Agee,God Bless America,2011,Firearms
Steve Agee,Guardians of the Galaxy Vol. 2,2017,Knives or Cutting Instruments
Julian Fellowes,Sharpes Rifles,1993,Knives or Cutting Instruments
Malcolm Jamieson,Wild Geese II,1985,Explosives
Tosin Cole,Unlocked,2017,Firearms
Anthony Hyde,Sharpes Rifles,1993,Knives or Cutting Instruments
Yeong-ju Seo,The Age of Shadows,2016,Knives or Cutting Instruments
Moon-cheol Nam,The Age of Shadows,2016,Firearms
Joe Stevens,Texas Chainsaw Massacre: The Next Generation,1994,Blunt Objects
Joe Stevens,The Alamo,2004,Other
James Isaac,Jason X,2001,Other
Peter Gunn,Sharpes Company,1994,Firearms
Cameron Spurr,Melancholia,2011,Other
Tristan Jarred,Serenity,2005,Other
Amy Wieczorek,Scenes of the Crime,2001,Firearms
Amy Wieczorek,Serenity,2005,Other
Josh Gad,A Dogs Purpose,2017,Firearms
Josh Gad,A Dogs Journey,2019,Other
Josh Gad,Little Monsters,2019,Other
Phil Fondacaro,Troll,1986,Other
Phil Fondacaro,Tales from the Crypt Presents: Bordello of Blood,1996,Firearms
Phil Fondacaro,Land of the Dead,2005,Firearms
Phil Fondacaro,Decadent Evil,2005,Other
Tôru Yuri,Inferno of Torture,1969,Drowning
Tôru Yuri,Sympathy for the Underdog,1971,Explosives
Tôru Yuri,Yakuza Wolf,1972,Firearms
Tôru Yuri,Wandering Ginza: She-Cat Gambler,1972,Knives or Cutting Instruments
Tôru Yuri,After Life,1998,Ailment
Junzaburô Ban,Wandering Ginza: She-Cat Gambler,1972,Knives or Cutting Instruments
Tomotaka Ueda,Wandering Ginza: She-Cat Gambler,1972,Knives or Cutting Instruments
Jirô Yabuki,Yakuza Wolf 2: Extend My Condolences,1972,Firearms
Jirô Yabuki,The Street Fighter,1974,Impact
Jirô Yabuki,The Return of the Sister Street Fighter,1975,Knives or Cutting Instruments
Jirô Yabuki,Karate Bullfighter,1976,Firearms
Jirô Yabuki,Okinawa Yakuza War,1976,Blunt Objects
Jirô Yabuki,The Shoguns Samurai,1978,Knives or Cutting Instruments
Hiro Mizushima,Kamen Rider Kabuto: God Speed Love,2006,Other
Hiro Mizushima,Kamen Rider × Kamen Rider W & Decade: Movie War 2010,2009,Personal Weapons
Hiro Mizushima,Black Butler,2014,Firearms
Sung-jae Lee,Public Enemy,2002,Blunt Objects
Ichirôta Miyakawa,Black Butler,2014,Firearms
Hashinosuke Nakamura,Goemon,2009,Knives or Cutting Instruments
Bryan Batt,Night Teeth,2021,Firearms
William Mannering,Master and Commander: The Far Side of the World,2003,Other
Melonie Diaz,The Belko Experiment,2017,Firearms
Alexander England,Alien: Covenant,2017,Other
Jussie Smollett,Alien: Covenant,2017,Knives or Cutting Instruments
Nathaniel Dean,Alien: Covenant,2017,Other
Benjamin Rigby,Alien: Covenant,2017,Ailment
Benjamin Rigby,Ford v Ferrari,2019,Other
William R. Perry,Predator 2,1990,Knives or Cutting Instruments
Shooter Jennings,Walk the Line,2005,Other
Sandra Ellis Lafferty,Walk the Line,2005,Other
Sandra Ellis Lafferty,Self/less,2015,Other
Donna Biscoe,Dead Birds,2004,Other
Donna Biscoe,The Hunger Games: Mockingjay Part 1,2014,Explosives
Tala Birell,The Frozen Ghost,1945,Other
Margaret Mazzantini,Anthropophagus,1980,Other
Marisol Nichols,Spiral: From the Book of Saw,2021,Other
Rory Mulroe,The Hunters Prayer,2017,Personal Weapons
Amy Landecker,The Hunters Prayer,2017,Firearms
Amy Landecker,Project Power,2020,Impact
Amy Landecker,"Batman: The Long Halloween, Part 2",2021,Firearms
Amy Landecker,Missing,2023,Firearms
Neil Maskell,King Arthur: Legend of the Sword,2017,Knives or Cutting Instruments
Leonor Llausas,The Criminal Life of Archibaldo de la Cruz,1955,Firearms
Stephan Morrow,Tough Guys Dont Dance,1987,Other
Bob McEwen,666: The Child,2006,Knives or Cutting Instruments
Bobby Moynihan,Revenge for Jolly!,2012,Firearms
Seidy Lopez,Depraved,1996,Knives or Cutting Instruments
Sharon Barr,Trauma,1993,Knives or Cutting Instruments
Martine Bartlett,No Way to Treat a Lady,1968,Strangulation
Joan Vigman,The Love Butcher,1975,Other
Noel Madison,Footsteps in the Dark,1941,Poison
Lillemour Jonsson,Dog Day,1984,Blunt Objects
Danny Webb,Death Wish 4: The Crackdown,1987,Other
Danny Webb,Ironclad: Battle for Blood,2014,Other
Danny Webb,National Theatre Live: King Lear,2018,Other
Danny Webb,Never Grow Old,2019,Firearms
Tim Baar,Beware! The Blob,1972,Other
Numan Acar,The Great Wall,2016,Other
Numan Acar,12 Strong,2018,Firearms
Josh Blue,Feast 3: Happy Finish,2009,Other
Jon Stewart,The Faculty,1998,Knives or Cutting Instruments
Jon Stewart,Death to Smoochy,2002,Firearms
Gennie Nevinson,Death of a Soldier,1996,Strangulation
Gennie Nevinson,Fatal Past,1993,Firearms
Cecilia Narova,The Warrior and the Sorceress,1984,Strangulation
Emma Kedge,24 Hours in London,2000,Firearms
Sofia Vergara,Bent,2018,Firearms
Jordan Schwartz,Desperate Teenage Lovedolls,1984,Blunt Objects
Jordan Schwartz,Lovedolls Superstar,1986,Firearms
Tracy Marshak-Nash,Desperate Teenage Lovedolls,1984,Knives or Cutting Instruments
Tracy Marshak-Nash,Lovedolls Superstar,1986,Impact
Alfonso Ribero,Ticks,1993,Firearms
Lesley Ann Warren,Deepwater,2005,Knives or Cutting Instruments
Hilary Rubens,Desperate Teenage Lovedolls,1984,Firearms
Pam Douglas,Desperate Teenage Lovedolls,1984,Firearms
Steve McDonald,Desperate Teenage Lovedolls,1984,Impact
Jeffrey McDonald,Desperate Teenage Lovedolls,1984,Other
Jordan Marder,Lord of Illusions,1995,Knives or Cutting Instruments
Barbara Trentham,The Possession of Joel Delaney,1972,Knives or Cutting Instruments
Natalya Romanycheva,The Alien Girl,2010,Firearms
Céline Lomez,The Silent Partner,1978,Knives or Cutting Instruments
Wilson Dunster,Swift Justice,1987,Knives or Cutting Instruments
Don DeFore,Ramrod,1947,Firearms
Don DeFore,Dark City,1950,Strangulation
Don DeFore,Battle Hymn,1957,Other
Terumi Azuma,Wife to be Sacrificed,1974,Strangulation
Margaret Rose Keil,"So Darling, So Deadly",1966,Firearms
Margaret Rose Keil,The Police Are Blundering In The Dark,1975,Knives or Cutting Instruments
Ursula Buchfellner,Bloodline,1979,Knives or Cutting Instruments
Ursula Buchfellner,Sadomania,1981,Ailment
Rosanne Milliken,Suspicious Agenda,1994,Firearms
Carole Laure,Sweet Movie,1974,Drowning
Carole Laure,Naked Massacre,1976,Strangulation
Carole Laure,Strange Shadows in an Empty Room,1976,Poison
Carole Laure,Sweet Country,1986,Firearms
Josh Richman,Natural Born Killers,1994,Other
Josh Richman,Kiss Kiss Bang Bang,2005,Firearms
Frank Moore,Thrillkill,1986,Other
Giuliana Calandra,Deep Red,1975,Other
Julie Cialini,American Crime,2004,Drowning
Chris Jordan,Massage Parlor Murders,1973,Strangulation
Amber Newman,Vamps: Deadly Dreamgirls,1995,Knives or Cutting Instruments
Amber Newman,Lust for Frankenstein,1998,Other
Amber Newman,Vamps 2: Blood Sisters,2002,Firearms
Rebecca Barrington,The Newlydeads,1987,Knives or Cutting Instruments
Keiko Itô,Brutal Tales of Chivlary,1965,Ailment
Keiko Itô,Virus,1980,Ailment
Umberto Orsini,Violent City,1970,Firearms
Umberto Orsini,Puzzle,1974,Impact
Ed Pansullo,Straight to Hell,1987,Firearms
Ed Pansullo,Walker,1987,Firearms
Rob Hardy,Trois 3: The Escort,2004,Firearms
Junko Miyashita,Watcher in the Attic,1976,Other
Philip Whitchurch,King Lear,2016,Other
Philip Whitchurch,The Doorman,2020,Blunt Objects
Kanta Kisaragi,Rodan,1956,Other
Dana Gladstone,The Presidio,1988,Other
Takuzô Kumagai,Rodan,1956,Other
Takuzô Kumagai,Battle in Outer Space,1959,Explosives
Takuzô Kumagai,Invasion of Astro-Monster,1965,Explosives
James Ralston,Night of the Strangler,1972,Knives or Cutting Instruments
Gregoire Colin,Proie,2010,Knives or Cutting Instruments
Kyle Chandler,Mulholland Falls,1996,Impact
Kyle Chandler,The Kingdom,2007,Other
Kyle Chandler,The Day the Earth Stood Still,2008,Other
Kyle Chandler,Broken City,2013,Firearms
Kyle Chandler,Manchester by the Sea,2016,Other
Kiyoharu Onaka,Rodan,1956,Other
Kiyoharu Onaka,The Human Vapor,1960,Strangulation
Kiyoharu Onaka,"Ghidorah, the Three-Headed Monster",1964,Other
Kiyoharu Onaka,Invasion of Astro-Monster,1965,Explosives
Kiyoharu Onaka,The War of the Gargantuas,1966,Other
Kiyoharu Onaka,"Ebirah, Horror of the Deep",1966,Impact
Kiyoharu Onaka,King Kong Escapes,1967,Impact
Kiyoharu Onaka,Space Amoeba,1970,Impact
Yasuko Nakata,Rodan,1956,Other
Neil Flanagan,Seeds,1968,Strangulation
Neil Flanagan,"Guru, The Mad Monk",1970,Strangulation
Sam Kydd,Treasure Island,1950,Firearms
Sam Kydd,The Edgar Wallace Mystery Theatre: The Clue Of The Silver Key,1961,Firearms
Sam Kydd,Island of Terror,1966,Other
Stanley Fields,Little Caesar,1931,Strangulation
Eddie Fetherston,Sky Bandits,1940,Other
Christopher Connelly,1990: Bronx Warriors,1982,Knives or Cutting Instruments
Christopher Connelly,Cobra Mission,1986,Car
Christopher Connelly,Mines of Kilimanjaro,1986,Firearms
Christopher Connelly,Strike Commando,1986,Other
Christopher Connelly,Django Strikes Again,1987,Blunt Objects
Jûkei Fujioka,Hanzo the Razor: Sword of Justice,1972,Knives or Cutting Instruments
Jûkei Fujioka,Withered Tree,1972,Knives or Cutting Instruments
Jûkei Fujioka,Zatoichi in Desperation,1972,Knives or Cutting Instruments
Jûkei Fujioka,The Last Samurai,1974,Knives or Cutting Instruments
Jûkei Fujioka,The Second Is a Christian,1985,Knives or Cutting Instruments
Jûkei Fujioka,Sure Death: Revenge,1987,Knives or Cutting Instruments
Mitsuko Baishô,Samurai VS Bandit Squadron,1978,Other
Mitsuko Baishô,Sure Death: Revenge,1987,Knives or Cutting Instruments
Mitsuko Baishô,Warm Water Under a Red Bridge,2001,Strangulation
Graham Fletcher-Cook,Straight to Hell,1987,Strangulation
Kenji Ikeda,Cops VS Thugs,1975,Knives or Cutting Instruments
Masataka Naruse,Girl Boss Guerilla,1972,Knives or Cutting Instruments
Masataka Naruse,Sex and Fury,1973,Firearms
Masataka Naruse,Cops VS Thugs,1975,Knives or Cutting Instruments
Masataka Naruse,New Battles Without Honor 3: Bosss Last Days,1976,Firearms
Masataka Naruse,Okinawa Yakuza War,1976,Firearms
